year,iso_code,country,prices,units,value
2017,FJI,Fiji,constant,USD million,54.2343
2017,GAB,Gabon,constant,USD million,840.1462
2017,GEO,Georgia,constant,USD million,423.9724
2017,GHA,Ghana,constant,USD million,270.8473
2017,GIN,Guinea,constant,USD million,22.0206
2017,GMB,"Gambia, The",constant,USD million,35.4423
2017,GNB,Guinea-Bissau,constant,USD million,27.8899
2017,GRD,Grenada,constant,USD million,0.4604
2017,GTM,Guatemala,constant,USD million,62.0918
2017,GUY,Guyana,constant,USD million,34.9685
2017,HND,Honduras,constant,USD million,246.3344
2017,HTI,Haiti,constant,USD million,16.5351
2017,IDN,Indonesia,constant,USD million,1925.9036
2017,IND,India,constant,USD million,3528.6482
2017,IRN,"Iran, Islamic Rep.",constant,USD million,22.2216
2017,IRQ,Iraq,constant,USD million,132.9706
2017,JAM,Jamaica,constant,USD million,131.2511
2017,JOR,Jordan,constant,USD million,425.5165
2017,KAZ,Kazakhstan,constant,USD million,282.5068
2017,KEN,Kenya,constant,USD million,738.5926
2017,KGZ,Kyrgyz Republic,constant,USD million,21.2205
2017,KHM,Cambodia,constant,USD million,5.3456
2017,LAO,Lao PDR,constant,USD million,54.2078
2017,LBN,Lebanon,constant,USD million,345.2539
2017,LCA,St. Lucia,constant,USD million,11.1401
2017,LKA,Sri Lanka,constant,USD million,584.8506
2017,LSO,Lesotho,constant,USD million,20.2311
2017,MAR,Morocco,constant,USD million,2030.5655
2017,MDA,Moldova,constant,USD million,68.202
2017,MDG,Madagascar,constant,USD million,8.0279
2017,MDV,Maldives,constant,USD million,8.0249
2017,MEX,Mexico,constant,USD million,2344.9033
2017,MKD,North Macedonia,constant,USD million,94.9038
2017,MLI,Mali,constant,USD million,30.8604
2017,MMR,Myanmar,constant,USD million,0.5432
2017,MNE,Montenegro,constant,USD million,23.9643
2017,MNG,Mongolia,constant,USD million,422.8131
2017,MOZ,Mozambique,constant,USD million,4.3444
2017,MRT,Mauritania,constant,USD million,172.6106
2017,MUS,Mauritius,constant,USD million,52.1188
2017,MWI,Malawi,constant,USD million,5.0695
2017,NER,Niger,constant,USD million,67.6424
2017,NGA,Nigeria,constant,USD million,1586.9161
2017,NIC,Nicaragua,constant,USD million,485.5307
2017,NPL,Nepal,constant,USD million,13.6406
2017,PAK,Pakistan,constant,USD million,2291.9993
2017,PER,Peru,constant,USD million,334.8786
2017,PHL,Philippines,constant,USD million,1212.8634
2017,PNG,Papua New Guinea,constant,USD million,104.4361
2017,PRY,Paraguay,constant,USD million,409.3229
2017,RUS,Russian Federation,constant,USD million,56.7878
2017,RWA,Rwanda,constant,USD million,14.7682
2017,SDN,Sudan,constant,USD million,51.8898
2017,SEN,Senegal,constant,USD million,78.119
2017,SLE,Sierra Leone,constant,USD million,2.0221
2017,SLV,El Salvador,constant,USD million,361.4587
2017,SRB,Serbia,constant,USD million,774.9253
2017,SUR,Suriname,constant,USD million,35.6741
2017,SWZ,Eswatini,constant,USD million,40.7499
2017,TCD,Chad,constant,USD million,79.9639
2017,TGO,Togo,constant,USD million,44.0772
2017,TJK,Tajikistan,constant,USD million,47.4055
2017,TKM,Turkmenistan,constant,USD million,22.8582
2017,TLS,Timor-Leste,constant,USD million,28.4306
2017,TUN,Tunisia,constant,USD million,1508.2576
2017,TUR,Turkiye,constant,USD million,3513.653
2017,TZA,Tanzania,constant,USD million,65.7405
2017,UGA,Uganda,constant,USD million,244.4646
2017,UKR,Ukraine,constant,USD million,1559.421
2017,UZB,Uzbekistan,constant,USD million,915.9045
2017,VCT,St. Vincent and the Grenadines,constant,USD million,4.8723
2017,VNM,Viet Nam,constant,USD million,1267.5062
2017,WSM,Samoa,constant,USD million,1.5203
2017,XKX,Kosovo,constant,USD million,8.4057
2017,YEM,"Yemen, Rep.",constant,USD million,4.3796
2017,ZAF,South Africa,constant,USD million,1104.4973
2017,ZMB,Zambia,constant,USD million,45.3916
2017,ZWE,Zimbabwe,constant,USD million,0.2659
2018,AGO,Angola,constant,USD million,67.8787
2018,ALB,Albania,constant,USD million,222.5755
2018,ARG,Argentina,constant,USD million,4315.9105
2018,ARM,Armenia,constant,USD million,160.0534
2018,AZE,Azerbaijan,constant,USD million,1565.4385
2018,BEN,Benin,constant,USD million,58.3594
2018,BFA,Burkina Faso,constant,USD million,58.5589
2018,BGD,Bangladesh,constant,USD million,936.4677
2018,BGR,Bulgaria,constant,USD million,172.9511
2018,BIH,Bosnia and Herzegovina,constant,USD million,298.1226
2018,BLR,Belarus,constant,USD million,354.8407
2018,BLZ,Belize,constant,USD million,39.1259
2018,BOL,Bolivia,constant,USD million,855.3953
2018,BRA,Brazil,constant,USD million,2886.9824
2018,BTN,Bhutan,constant,USD million,11.2532
2018,BWA,Botswana,constant,USD million,36.8477
2018,CHN,China,constant,USD million,3219.53
2018,CIV,Cote d'Ivoire,constant,USD million,307.3895
2018,CMR,Cameroon,constant,USD million,641.8765
2018,COD,"Congo, Dem. Rep.",constant,USD million,13.1261
2018,COG,"Congo, Rep.",constant,USD million,52.7651
2018,COL,Colombia,constant,USD million,2681.7762
2018,CPV,Cabo Verde,constant,USD million,39.6863
2018,CRI,Costa Rica,constant,USD million,1553.3003
2018,DJI,Djibouti,constant,USD million,44.5619
2018,DMA,Dominica,constant,USD million,1.9528
2018,DOM,Dominican Republic,constant,USD million,493.4655
2018,ECU,Ecuador,constant,USD million,1788.8917
2018,EGY,"Egypt, Arab Rep.",constant,USD million,6017.7124
2018,ETH,Ethiopia,constant,USD million,27.4502
2018,FJI,Fiji,constant,USD million,33.7867
2018,GAB,Gabon,constant,USD million,335.3566
2018,GEO,Georgia,constant,USD million,325.9368
2018,GHA,Ghana,constant,USD million,62.4517
2018,GIN,Guinea,constant,USD million,33.3395
2018,GMB,"Gambia, The",constant,USD million,27.7103
2018,GNB,Guinea-Bissau,constant,USD million,41.9089
2018,GRD,Grenada,constant,USD million,0.6869
2018,GTM,Guatemala,constant,USD million,286.3832
2018,GUY,Guyana,constant,USD million,47.5647
2018,HND,Honduras,constant,USD million,433.6107
2018,HTI,Haiti,constant,USD million,0.4782
2018,IDN,Indonesia,constant,USD million,3364.2915
2018,IND,India,constant,USD million,4871.4216
2018,IRQ,Iraq,constant,USD million,150.1847
2018,JAM,Jamaica,constant,USD million,182.9259
2018,JOR,Jordan,constant,USD million,674.677
2018,KAZ,Kazakhstan,constant,USD million,281.287
2018,KEN,Kenya,constant,USD million,941.3222
2018,KGZ,Kyrgyz Republic,constant,USD million,12.295
2018,KHM,Cambodia,constant,USD million,4.2279
2018,LAO,Lao PDR,constant,USD million,17.0124
2018,LBN,Lebanon,constant,USD million,141.5522
2018,LCA,St. Lucia,constant,USD million,5.0621
2018,LKA,Sri Lanka,constant,USD million,672.3836
2018,LSO,Lesotho,constant,USD million,20.5687
2018,MAR,Morocco,constant,USD million,1059.1505
2018,MDA,Moldova,constant,USD million,82.1553
2018,MDG,Madagascar,constant,USD million,28.3837
2018,MDV,Maldives,constant,USD million,221.0418
2018,MEX,Mexico,constant,USD million,1799.4887
2018,MKD,North Macedonia,constant,USD million,92.6296
2018,MLI,Mali,constant,USD million,69.1288
2018,MMR,Myanmar,constant,USD million,3.7128
2018,MNE,Montenegro,constant,USD million,35.2406
2018,MNG,Mongolia,constant,USD million,271.1223
2018,MOZ,Mozambique,constant,USD million,32.6318
2018,MRT,Mauritania,constant,USD million,110.6477
2018,MUS,Mauritius,constant,USD million,9.5264
2018,MWI,Malawi,constant,USD million,19.5485
2018,NER,Niger,constant,USD million,34.3529
2018,NGA,Nigeria,constant,USD million,866.4011
2018,NIC,Nicaragua,constant,USD million,515.6868
2018,NPL,Nepal,constant,USD million,12.3596
2018,PAK,Pakistan,constant,USD million,1705.047
2018,PER,Peru,constant,USD million,429.38
2018,PHL,Philippines,constant,USD million,1826.8449
2018,PNG,Papua New Guinea,constant,USD million,409.7738
2018,PRY,Paraguay,constant,USD million,414.3829
2018,RUS,Russian Federation,constant,USD million,20.3017
2018,RWA,Rwanda,constant,USD million,77.2522
2018,SDN,Sudan,constant,USD million,36.28
2018,SEN,Senegal,constant,USD million,152.8365
2018,SLE,Sierra Leone,constant,USD million,10.4801
2018,SLV,El Salvador,constant,USD million,551.5454
2018,SRB,Serbia,constant,USD million,575.2177
2018,SUR,Suriname,constant,USD million,42.626
2018,SWZ,Eswatini,constant,USD million,34.3305
2018,SYR,Syrian Arab Republic,constant,USD million,0.0
2018,TGO,Togo,constant,USD million,36.5834
2018,THA,Thailand,constant,USD million,80.7534
2018,TJK,Tajikistan,constant,USD million,93.4421
2018,TKM,Turkmenistan,constant,USD million,2.678
2018,TLS,Timor-Leste,constant,USD million,36.136
2018,TON,Tonga,constant,USD million,0.6067
2018,TUN,Tunisia,constant,USD million,1586.6359
2018,TUR,Turkiye,constant,USD million,3286.4669
2018,TZA,Tanzania,constant,USD million,214.1221
2018,UGA,Uganda,constant,USD million,81.5276
2018,UKR,Ukraine,constant,USD million,299.2361
2018,UZB,Uzbekistan,constant,USD million,3257.3001
2018,VCT,St. Vincent and the Grenadines,constant,USD million,8.4604
2018,VNM,Viet Nam,constant,USD million,1136.6308
2018,WSM,Samoa,constant,USD million,1.1559
2018,XKX,Kosovo,constant,USD million,22.2238
2018,YEM,"Yemen, Rep.",constant,USD million,33.1029
2018,ZAF,South Africa,constant,USD million,208.5295
2018,ZMB,Zambia,constant,USD million,128.9968
2018,ZWE,Zimbabwe,constant,USD million,5.4941
2019,AGO,Angola,constant,USD million,851.9061
2019,ALB,Albania,constant,USD million,127.8287
2019,ARG,Argentina,constant,USD million,3683.4964
2019,ARM,Armenia,constant,USD million,177.6322
2019,AZE,Azerbaijan,constant,USD million,943.6536
2019,BDI,Burundi,constant,USD million,23.8555
2019,BEN,Benin,constant,USD million,47.8913
2019,BFA,Burkina Faso,constant,USD million,74.287
2019,BGD,Bangladesh,constant,USD million,1643.3628
2019,BGR,Bulgaria,constant,USD million,124.6753
2019,BIH,Bosnia and Herzegovina,constant,USD million,317.7501
2019,BLR,Belarus,constant,USD million,135.916
2019,BLZ,Belize,constant,USD million,45.0819
2019,BOL,Bolivia,constant,USD million,1042.4355
2019,BRA,Brazil,constant,USD million,1934.4115
2019,BTN,Bhutan,constant,USD million,24.4859
2019,BWA,Botswana,constant,USD million,24.9974
2019,CHN,China,constant,USD million,3760.66
2019,CIV,Cote d'Ivoire,constant,USD million,324.811
2019,CMR,Cameroon,constant,USD million,179.0094
2019,COD,"Congo, Dem. Rep.",constant,USD million,8.4773
2019,COG,"Congo, Rep.",constant,USD million,244.6377
2019,COL,Colombia,constant,USD million,2018.3003
2019,COM,Comoros,constant,USD million,11.329
2019,CPV,Cabo Verde,constant,USD million,34.1053
2019,CRI,Costa Rica,constant,USD million,951.1768
2019,DJI,Djibouti,constant,USD million,57.4474
2019,DMA,Dominica,constant,USD million,4.1364
2019,DOM,Dominican Republic,constant,USD million,629.7607
2019,ECU,Ecuador,constant,USD million,1934.9544
2019,EGY,"Egypt, Arab Rep.",constant,USD million,4562.1937
2019,ETH,Ethiopia,constant,USD million,93.5736
2019,FJI,Fiji,constant,USD million,16.2797
2019,GAB,Gabon,constant,USD million,322.7775
2019,GEO,Georgia,constant,USD million,385.5113
2019,GHA,Ghana,constant,USD million,102.5116
2019,GIN,Guinea,constant,USD million,51.0436
2019,GMB,"Gambia, The",constant,USD million,14.5722
2019,GNB,Guinea-Bissau,constant,USD million,32.3026
2019,GRD,Grenada,constant,USD million,0.6595
2019,GTM,Guatemala,constant,USD million,45.9788
2019,GUY,Guyana,constant,USD million,41.76
2019,HND,Honduras,constant,USD million,337.8439
2019,HTI,Haiti,constant,USD million,3.1002
2019,IDN,Indonesia,constant,USD million,3396.0035
2019,IND,India,constant,USD million,6079.2877
2019,IRN,"Iran, Islamic Rep.",constant,USD million,13.6652
2019,IRQ,Iraq,constant,USD million,131.9429
2019,JAM,Jamaica,constant,USD million,137.1829
2019,JOR,Jordan,constant,USD million,1179.7642
2019,KAZ,Kazakhstan,constant,USD million,392.4861
2019,KEN,Kenya,constant,USD million,2020.3023
2019,KGZ,Kyrgyz Republic,constant,USD million,16.5332
2019,KHM,Cambodia,constant,USD million,3.2129
2019,LAO,Lao PDR,constant,USD million,84.333
2019,LBN,Lebanon,constant,USD million,102.5931
2019,LCA,St. Lucia,constant,USD million,18.3338
2019,LKA,Sri Lanka,constant,USD million,641.8517
2019,LSO,Lesotho,constant,USD million,29.7813
2019,MAR,Morocco,constant,USD million,2133.6288
2019,MDA,Moldova,constant,USD million,98.5795
2019,MDG,Madagascar,constant,USD million,71.9477
2019,MDV,Maldives,constant,USD million,203.1638
2019,MEX,Mexico,constant,USD million,1934.6432
2019,MKD,North Macedonia,constant,USD million,263.2346
2019,MLI,Mali,constant,USD million,65.6726
2019,MMR,Myanmar,constant,USD million,7.0085
2019,MNE,Montenegro,constant,USD million,48.5207
2019,MNG,Mongolia,constant,USD million,277.5703
2019,MOZ,Mozambique,constant,USD million,26.1521
2019,MRT,Mauritania,constant,USD million,217.6511
2019,MUS,Mauritius,constant,USD million,97.608
2019,MWI,Malawi,constant,USD million,23.7141
2019,NER,Niger,constant,USD million,54.9518
2019,NGA,Nigeria,constant,USD million,1773.2693
2019,NIC,Nicaragua,constant,USD million,442.6034
2019,NPL,Nepal,constant,USD million,32.0486
2019,PAK,Pakistan,constant,USD million,4602.3596
2019,PER,Peru,constant,USD million,891.2075
2019,PHL,Philippines,constant,USD million,1879.0918
2019,PNG,Papua New Guinea,constant,USD million,297.9745
2019,PRY,Paraguay,constant,USD million,435.2896
2019,RUS,Russian Federation,constant,USD million,20.2476
2019,RWA,Rwanda,constant,USD million,165.8048
2019,SDN,Sudan,constant,USD million,603.8189
2019,SEN,Senegal,constant,USD million,507.2036
2019,SLE,Sierra Leone,constant,USD million,12.7476
2019,SLV,El Salvador,constant,USD million,407.5936
2019,SRB,Serbia,constant,USD million,604.4629
2019,STP,Sao Tome and Principe,constant,USD million,2.0432
2019,SUR,Suriname,constant,USD million,70.4745
2019,SWZ,Eswatini,constant,USD million,35.0785
2019,TCD,Chad,constant,USD million,11.8239
2019,TGO,Togo,constant,USD million,18.6076
2019,TJK,Tajikistan,constant,USD million,52.2031
2019,TKM,Turkmenistan,constant,USD million,96.4942
2019,TLS,Timor-Leste,constant,USD million,30.1915
2019,TUN,Tunisia,constant,USD million,1542.6652
2019,TUR,Turkiye,constant,USD million,1633.5794
2019,TZA,Tanzania,constant,USD million,199.5209
2019,UGA,Uganda,constant,USD million,176.9374
2019,UKR,Ukraine,constant,USD million,334.0406
2019,UZB,Uzbekistan,constant,USD million,3185.7345
2019,VCT,St. Vincent and the Grenadines,constant,USD million,10.0939
2019,VNM,Viet Nam,constant,USD million,962.3504
2019,WSM,Samoa,constant,USD million,0.2985
2019,XKX,Kosovo,constant,USD million,25.5024
2019,YEM,"Yemen, Rep.",constant,USD million,112.4543
2019,ZAF,South Africa,constant,USD million,220.7129
2019,ZMB,Zambia,constant,USD million,230.1017
2019,ZWE,Zimbabwe,constant,USD million,5.8019
